"index","Name","leftX","topY","rightX","bottomY","pageNo","lineNumber","RightMargin","LeftMargin","TopMargin","BottomMargin","RightMarginRelative","LeftMarginRelative","TopMarginRelative","BottomMarginRelative","PositionOnLine","PageHeight","PageWidth","LineSize","HasDate","level","block_num","par_num","line_num","word_num","VerticalPositionRelative","HorizontalPositionRelative","linewhitespace","TextPatterns","fileName","filePath","fileRefNum","TOP_index","TOP_Name","TOP_leftX","TOP_topY","TOP_rightX","TOP_bottomY","TOP_RightMargin","TOP_LeftMargin","TOP_TopMargin","TOP_BottomMargin","TOP_RightMarginRelative","TOP_LeftMarginRelative","TOP_TopMarginRelative","TOP_BottomMarginRelative","TOP_PositionOnLine","TOP_PageHeight","TOP_PageWidth","TOP_LineSize","TOP_HasDate","TOP_VerticalPositionRelative","TOP_HorizontalPositionRelative","TOP_linewhitespace","BOTTOM_Name","BOTTOM_index","BOTTOM_leftX","BOTTOM_topY","BOTTOM_rightX","BOTTOM_bottomY","BOTTOM_RightMargin","BOTTOM_LeftMargin","BOTTOM_TopMargin","BOTTOM_BottomMargin","BOTTOM_RightMarginRelative","BOTTOM_LeftMarginRelative","BOTTOM_TopMarginRelative","BOTTOM_BottomMarginRelative","BOTTOM_PositionOnLine","BOTTOM_PageHeight","BOTTOM_PageWidth","BOTTOM_LineSize","BOTTOM_HasDate","BOTTOM_VerticalPositionRelative","BOTTOM_HorizontalPositionRelative","BOTTOM_linewhitespace","LEFT_Name","LEFT_index","LEFT_leftX","LEFT_topY","LEFT_rightX","LEFT_bottomY","LEFT_RightMargin","LEFT_LeftMargin","LEFT_TopMargin","LEFT_BottomMargin","LEFT_RightMarginRelative","LEFT_LeftMarginRelative","LEFT_TopMarginRelative","LEFT_BottomMarginRelative","LEFT_PositionOnLine","LEFT_PageHeight","LEFT_PageWidth","LEFT_LineSize","LEFT_HasDate","LEFT_VerticalPositionRelative","LEFT_HorizontalPositionRelative","LEFT_linewhitespace","RIGHT_Name","RIGHT_index","RIGHT_leftX","RIGHT_topY","RIGHT_rightX","RIGHT_bottomY","RIGHT_RightMargin","RIGHT_LeftMargin","RIGHT_TopMargin","RIGHT_BottomMargin","RIGHT_RightMarginRelative","RIGHT_LeftMarginRelative","RIGHT_TopMarginRelative","RIGHT_BottomMarginRelative","RIGHT_PositionOnLine","RIGHT_PageHeight","RIGHT_PageWidth","RIGHT_LineSize","RIGHT_HasDate","RIGHT_VerticalPositionRelative","RIGHT_HorizontalPositionRelative","RIGHT_linewhitespace"
11,"IRN",180,460,227.25,493,1,1,"0.0916","0.0726","0.1311","0.1405","0.0064","",,"0.0128","0.0000","3508","2480",2,0,,,,,,,"","0.9682","XXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"Exporter",13,159,538,271,572,"0.1093","0.0641","0.1534","0.1631","0.3278","","0.0128","0.0020","0.0000","3508","2480",5,0,"0.8654","","0.7298",,,,,,,,,,,,"",,,,,,,,,,,"NO",12,243,460,274.5,493,"0.1107","0.0980","0.1311","0.1405","","0.0064",,"0.0128","0.5000","3508","2480",2,0,,"","0.9682"
12,"NO",243,460,274.5,493,1,1,"0.1107","0.0980","0.1311","0.1405","","0.0064",,"0.0128","0.5000","3508","2480",2,0,,,,,,,"","0.9682","XX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"Exporter",13,159,538,271,572,"0.1093","0.0641","0.1534","0.1631","0.3278","","0.0128","0.0020","0.0000","3508","2480",5,0,"0.8654","","0.7298","IRN",11,180,460,227.25,493,"0.0916","0.0726","0.1311","0.1405","0.0064","",,"0.0128","0.0000","3508","2480",2,0,,"","0.9682",,,,,,,,,,,"",,,,,,,,,,,
13,"Exporter",159,538,271,572,1,2,"0.1093","0.0641","0.1534","0.1631","0.3278","","0.0128","0.0020","0.0000","3508","2480",5,0,,,,,,"0.8654","","0.7298","Xxxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",11,"IRN",180,460,227.25,493,"0.0916","0.0726","0.1311","0.1405","0.0064","",,"0.0128","0.0000","3508","2480",2,0,,"","0.9682","GODREJ",18,161,579,261.5,607,"0.1054","0.0649","0.1651","0.1730","0.0203","","0.0020","0.0037","0.0000","3508","2480",10,0,"0.3500","","0.7125",,,,,,,,,,,,"",,,,,,,,,,,"Details",14,1084,535,1181.6744186046512,573,"0.4765","0.4371","0.1525","0.1633","0.1463","0.3278",,"0.0020","0.2000","3508","2480",5,0,,"0.6914","0.7298"
14,"Details",1084,535,1181.6744186046512,573,1,2,"0.4765","0.4371","0.1525","0.1633","0.1463","0.3278",,"0.0020","0.2000","3508","2480",5,0,,,,,,,"0.6914","0.7298","Xxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"GODREJ",24,1088,580,1191.3846153846155,609,"0.4804","0.4387","0.1653","0.1736","0.0208","0.1847","0.0020","0.0026","0.5000","3508","2480",10,0,"0.4375","0.8986","0.7125","Exporter",13,159,538,271,572,"0.1093","0.0641","0.1534","0.1631","0.3278","","0.0128","0.0020","0.0000","3508","2480",5,0,"0.8654","","0.7298","Warehouse)",17,1544.4651162790697,535,1684,573,"0.6790","0.6228","0.1525","0.1633","","0.0056",,"","0.8000","3508","2480",5,0,,"","0.7298"
15,"of",1195.6279069767443,535,1223.5348837209303,573,1,2,"0.4934","0.4821","0.1525","0.1633","0.0056","0.0056",,"0.0237","0.4000","3508","2480",5,0,,,,,,,"0.5000","0.7298","xx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"VIKHROLI",38,1086,656,1226.923076923077,689,"0.4947","0.4379","0.1870","0.1964","0.0071","0.2306","0.0023","0.0020","0.3333","3508","2480",3,0,"0.5333","0.9701","0.7716","Details",14,1084,535,1181.6744186046512,573,"0.4765","0.4371","0.1525","0.1633","0.1463","0.3278",,"0.0020","0.2000","3508","2480",5,0,,"0.6914","0.7298","Consigner(Despatching",16,1237.4883720930234,535,1530.5116279069769,573,"0.6171","0.4990","0.1525","0.1633","0.0056","0.3897",,"0.0020","0.6000","3508","2480",5,0,,"0.9858","0.7298"
16,"Consigner(Despatching",1237.4883720930234,535,1530.5116279069769,573,1,2,"0.6171","0.4990","0.1525","0.1633","0.0056","0.3897",,"0.0020","0.6000","3508","2480",5,0,,,,,,,"0.9858","0.7298","Xxxxxxxxx?Xxxxxxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"BOYCE",26,1243.0769230769233,580,1329.2307692307695,609,"0.5360","0.5012","0.1653","0.1736","0.0069","0.0208","0.0020","0.0134","0.6000","3508","2480",10,0,"0.1296","0.7500","0.7125","Exporter",13,159,538,271,572,"0.1093","0.0641","0.1534","0.1631","0.3278","","0.0128","0.0020","0.0000","3508","2480",5,0,"0.8654","","0.7298","Warehouse)",17,1544.4651162790697,535,1684,573,"0.6790","0.6228","0.1525","0.1633","","0.0056",,"","0.8000","3508","2480",5,0,,"","0.7298"
17,"Warehouse)",1544.4651162790697,535,1684,573,1,2,"0.6790","0.6228","0.1525","0.1633","","0.0056",,"","0.8000","3508","2480",5,0,,,,,,,"","0.7298","Xxxxxxxxx?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"Consigner(Despatching",16,1237.4883720930234,535,1530.5116279069769,573,"0.6171","0.4990","0.1525","0.1633","0.0056","0.3897",,"0.0020","0.6000","3508","2480",5,0,,"0.9858","0.7298",,,,,,,,,,,"",,,,,,,,,,,
18,"GODREJ",161,579,261.5,607,1,3,"0.1054","0.0649","0.1651","0.1730","0.0203","","0.0020","0.0037","0.0000","3508","2480",10,0,,,,,,"0.3500","","0.7125","XXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",13,"Exporter",159,538,271,572,"0.1093","0.0641","0.1534","0.1631","0.3278","","0.0128","0.0020","0.0000","3508","2480",5,0,"0.8654","","0.7298","PIROJSHANAGAR,L",30,161,620,423.27272727272725,648,"0.1707","0.0649","0.1767","0.1847","0.2672","","0.0037","0.0023","0.0000","3508","2480",7,0,"0.6190","","0.7534",,,,,,,,,,,,"",,,,,,,,,,,"BOYCE",20,311.75,579,395.5,607,"0.1595","0.1257","0.1651","0.1730","0.0068","0.0203",,"0.0037","0.1000","3508","2480",10,0,,"0.7500","0.7125"
20,"BOYCE",311.75,579,395.5,607,1,3,"0.1595","0.1257","0.1651","0.1730","0.0068","0.0203",,"0.0037","0.1000","3508","2480",10,0,,,,,,,"0.7500","0.7125","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"PIROJSHANAGAR,L",30,161,620,423.27272727272725,648,"0.1707","0.0649","0.1767","0.1847","0.2672","","0.0037","0.0023","0.0000","3508","2480",7,0,"0.6190","","0.7534","GODREJ",18,161,579,261.5,607,"0.1054","0.0649","0.1651","0.1730","0.0203","","0.0020","0.0037","0.0000","3508","2480",10,0,"0.3500","","0.7125","MFG.",21,412.25,579,479.25,607,"0.1932","0.1662","0.1651","0.1730","0.0068","0.0068",,"0.0140","0.2000","3508","2480",10,0,,"0.5000","0.7125"
21,"MFG.",412.25,579,479.25,607,1,3,"0.1932","0.1662","0.1651","0.1730","0.0068","0.0068",,"0.0140","0.2000","3508","2480",10,0,,,,,,,"0.5000","0.7125","XXX?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"MUMBAI,MAHARASHTRA",37,159,656,514,689,"0.2073","0.0641","0.1870","0.1964","0.2306","","0.0023","0.0140","0.0000","3508","2480",3,0,"0.1404","","0.7716","BOYCE",20,311.75,579,395.5,607,"0.1595","0.1257","0.1651","0.1730","0.0068","0.0203",,"0.0037","0.1000","3508","2480",10,0,,"0.7500","0.7125","CO.",22,496,579,546.25,607,"0.2203","0.2000","0.1651","0.1730","0.0068","0.0068",,"0.0037","0.3000","3508","2480",10,0,,"0.5000","0.7125"
22,"CO.",496,579,546.25,607,1,3,"0.2203","0.2000","0.1651","0.1730","0.0068","0.0068",,"0.0037","0.3000","3508","2480",10,0,,,,,,,"0.5000","0.7125","XX?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"MARG",33,510.69696969696975,620,580.6363636363637,648,"0.2341","0.2059","0.1767","0.1847","0.0071","0.0353","0.0037","0.0810","0.4286","3508","2480",7,0,"0.0438","0.8333","0.7534","MFG.",21,412.25,579,479.25,607,"0.1932","0.1662","0.1651","0.1730","0.0068","0.0068",,"0.0140","0.2000","3508","2480",10,0,,"0.5000","0.7125","LTD.",23,563,579,630,607,"0.2540","0.2270","0.1651","0.1730","0.1847","0.0068",,"0.0926","0.4000","3508","2480",10,0,,"0.0353","0.7125"
23,"LTD.",563,579,630,607,1,3,"0.2540","0.2270","0.1651","0.1730","0.1847","0.0068",,"0.0926","0.4000","3508","2480",10,0,,,,,,,"0.0353","0.7125","XXX?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"CENTRALE",67,485.42857142857144,932,616,964,"0.2484","0.1957","0.2657","0.2748","0.3214","0.0066","0.0810","","0.3571","3508","2480",14,0,"","0.0201","0.5356","CO.",22,496,579,546.25,607,"0.2203","0.2000","0.1651","0.1730","0.0068","0.0068",,"0.0037","0.3000","3508","2480",10,0,,"0.5000","0.7125","GODREJ",24,1088,580,1191.3846153846155,609,"0.4804","0.4387","0.1653","0.1736","0.0208","0.1847","0.0020","0.0026","0.5000","3508","2480",10,0,"0.4375","0.8986","0.7125"
24,"GODREJ",1088,580,1191.3846153846155,609,1,3,"0.4804","0.4387","0.1653","0.1736","0.0208","0.1847","0.0020","0.0026","0.5000","3508","2480",10,0,,,,,,"0.4375","0.8986","0.7125","XXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_2.png","File2f1efc2585a95804951b27e898583c0e",14,"Details",1084,535,1181.6744186046512,573,"0.4765","0.4371","0.1525","0.1633","0.1463","0.3278",,"0.0020","0.2000","3508","2480",5,0,,"0.6914","0.7298","PLANT",35,1086,618,1173.142857142857,648,"0.4730","0.4379","0.1762","0.1847","0.0070","0.1403","0.0026","0.0023","0.7143","3508","2480",7,0,"0.5294","0.9523","0.7534","LTD.",23,563,579,630,607,"0.2540","0.2270","0.1651","0.1730","0.1847","0.0068",,"0.0926","0.4000","3508","2480",10,0,,"0.0353","0.7125","BOYCE",26,1243.0769230769233,580,1329.2307692307695,609,"0.5360","0.5012","0.1653","0.1736","0.0069","0.0208","0.0020","0.0134","0.6000","3508","2480",10,0,"0.1296","0.7500","0.7125"
