"index","Name","leftX","topY","rightX","bottomY","pageNo","lineNumber","RightMargin","LeftMargin","TopMargin","BottomMargin","RightMarginRelative","LeftMarginRelative","TopMarginRelative","BottomMarginRelative","PositionOnLine","PageHeight","PageWidth","LineSize","HasDate","level","block_num","par_num","line_num","word_num","VerticalPositionRelative","HorizontalPositionRelative","linewhitespace","TextPatterns","fileName","filePath","fileRefNum","TOP_index","TOP_Name","TOP_leftX","TOP_topY","TOP_rightX","TOP_bottomY","TOP_RightMargin","TOP_LeftMargin","TOP_TopMargin","TOP_BottomMargin","TOP_RightMarginRelative","TOP_LeftMarginRelative","TOP_TopMarginRelative","TOP_BottomMarginRelative","TOP_PositionOnLine","TOP_PageHeight","TOP_PageWidth","TOP_LineSize","TOP_HasDate","TOP_VerticalPositionRelative","TOP_HorizontalPositionRelative","TOP_linewhitespace","BOTTOM_Name","BOTTOM_index","BOTTOM_leftX","BOTTOM_topY","BOTTOM_rightX","BOTTOM_bottomY","BOTTOM_RightMargin","BOTTOM_LeftMargin","BOTTOM_TopMargin","BOTTOM_BottomMargin","BOTTOM_RightMarginRelative","BOTTOM_LeftMarginRelative","BOTTOM_TopMarginRelative","BOTTOM_BottomMarginRelative","BOTTOM_PositionOnLine","BOTTOM_PageHeight","BOTTOM_PageWidth","BOTTOM_LineSize","BOTTOM_HasDate","BOTTOM_VerticalPositionRelative","BOTTOM_HorizontalPositionRelative","BOTTOM_linewhitespace","LEFT_Name","LEFT_index","LEFT_leftX","LEFT_topY","LEFT_rightX","LEFT_bottomY","LEFT_RightMargin","LEFT_LeftMargin","LEFT_TopMargin","LEFT_BottomMargin","LEFT_RightMarginRelative","LEFT_LeftMarginRelative","LEFT_TopMarginRelative","LEFT_BottomMarginRelative","LEFT_PositionOnLine","LEFT_PageHeight","LEFT_PageWidth","LEFT_LineSize","LEFT_HasDate","LEFT_VerticalPositionRelative","LEFT_HorizontalPositionRelative","LEFT_linewhitespace","RIGHT_Name","RIGHT_index","RIGHT_leftX","RIGHT_topY","RIGHT_rightX","RIGHT_bottomY","RIGHT_RightMargin","RIGHT_LeftMargin","RIGHT_TopMargin","RIGHT_BottomMargin","RIGHT_RightMarginRelative","RIGHT_LeftMarginRelative","RIGHT_TopMarginRelative","RIGHT_BottomMarginRelative","RIGHT_PositionOnLine","RIGHT_PageHeight","RIGHT_PageWidth","RIGHT_LineSize","RIGHT_HasDate","RIGHT_VerticalPositionRelative","RIGHT_HorizontalPositionRelative","RIGHT_linewhitespace"
11,"IRN",178,455,226,496,2,1,"0.0911","0.0718","0.1297","0.1414","0.0065","",,"0.0125","0.0000","3508","2480",2,0,,,,,,,"","0.9677","XXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"Exporter",13,159,540,271,573,"0.1093","0.0641","0.1539","0.1633","0.3282","","0.0125","0.0020","0.0000","3508","2480",5,0,"0.8627","","0.7309",,,,,,,,,,,,"",,,,,,,,,,,"NO",12,242,455,274,496,"0.1105","0.0976","0.1297","0.1414","","0.0065",,"0.0125","0.5000","3508","2480",2,0,,"","0.9677"
12,"NO",242,455,274,496,2,1,"0.1105","0.0976","0.1297","0.1414","","0.0065",,"0.0125","0.5000","3508","2480",2,0,,,,,,,"","0.9677","XX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"Exporter",13,159,540,271,573,"0.1093","0.0641","0.1539","0.1633","0.3282","","0.0125","0.0020","0.0000","3508","2480",5,0,"0.8627","","0.7309","IRN",11,178,455,226,496,"0.0911","0.0718","0.1297","0.1414","0.0065","",,"0.0125","0.0000","3508","2480",2,0,,"","0.9677",,,,,,,,,,,"",,,,,,,,,,,
13,"Exporter",159,540,271,573,2,2,"0.1093","0.0641","0.1539","0.1633","0.3282","","0.0125","0.0020","0.0000","3508","2480",5,0,,,,,,"0.8627","","0.7309","Xxxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",11,"IRN",178,455,226,496,"0.0911","0.0718","0.1297","0.1414","0.0065","",,"0.0125","0.0000","3508","2480",2,0,,"","0.9677","GODREJ",18,161,580,261.5,609,"0.1054","0.0649","0.1653","0.1736","0.0203","","0.0020","0.0031","0.0000","3508","2480",10,0,"0.3889","","0.7128",,,,,,,,,,,,"",,,,,,,,,,,"Details",14,1085,538,1182.1860465116279,573,"0.4767","0.4375","0.1534","0.1633","0.1456","0.3282",,"0.0020","0.2000","3508","2480",5,0,,"0.6928","0.7309"
14,"Details",1085,538,1182.1860465116279,573,2,2,"0.4767","0.4375","0.1534","0.1633","0.1456","0.3282",,"0.0020","0.2000","3508","2480",5,0,,,,,,,"0.6928","0.7309","Xxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"GODREJ",24,1089,580,1192.1538461538462,609,"0.4807","0.4391","0.1653","0.1736","0.0208","0.1851","0.0020","0.0031","0.5000","3508","2480",10,0,"0.3889","0.8990","0.7128","Exporter",13,159,540,271,573,"0.1093","0.0641","0.1539","0.1633","0.3282","","0.0125","0.0020","0.0000","3508","2480",5,0,"0.8627","","0.7309","Warehouse)",17,1543.1627906976744,538,1682,573,"0.6782","0.6222","0.1534","0.1633","","0.0056",,"","0.8000","3508","2480",5,0,,"","0.7309"
15,"of",1196.0697674418604,538,1223.8372093023256,573,2,2,"0.4935","0.4823","0.1534","0.1633","0.0056","0.0056",,"0.0245","0.4000","3508","2480",5,0,,,,,,,"0.5000","0.7309","xx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"VIKHROLI",38,1088,659,1226.4615384615386,687,"0.4945","0.4387","0.1879","0.1958","0.0070","0.2319","0.0031","0.0034","0.3333","3508","2480",3,0,"0.4783","0.9708","0.7743","Details",14,1085,538,1182.1860465116279,573,"0.4767","0.4375","0.1534","0.1633","0.1456","0.3282",,"0.0020","0.2000","3508","2480",5,0,,"0.6928","0.7309","Consigner(Despatching",16,1237.7209302325582,538,1529.2790697674418,573,"0.6166","0.4991","0.1534","0.1633","0.0056","0.3898",,"0.0020","0.6000","3508","2480",5,0,,"0.9858","0.7309"
16,"Consigner(Despatching",1237.7209302325582,538,1529.2790697674418,573,2,2,"0.6166","0.4991","0.1534","0.1633","0.0056","0.3898",,"0.0020","0.6000","3508","2480",5,0,,,,,,,"0.9858","0.7309","Xxxxxxxxx?Xxxxxxxxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"BOYCE",26,1243.730769230769,580,1329.6923076923076,609,"0.5362","0.5015","0.1653","0.1736","0.0069","0.0208","0.0020","0.0143","0.6000","3508","2480",10,0,"0.1228","0.7500","0.7128","Exporter",13,159,540,271,573,"0.1093","0.0641","0.1539","0.1633","0.3282","","0.0125","0.0020","0.0000","3508","2480",5,0,"0.8627","","0.7309","Warehouse)",17,1543.1627906976744,538,1682,573,"0.6782","0.6222","0.1534","0.1633","","0.0056",,"","0.8000","3508","2480",5,0,,"","0.7309"
17,"Warehouse)",1543.1627906976744,538,1682,573,2,2,"0.6782","0.6222","0.1534","0.1633","","0.0056",,"","0.8000","3508","2480",5,0,,,,,,,"","0.7309","Xxxxxxxxx?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"Consigner(Despatching",16,1237.7209302325582,538,1529.2790697674418,573,"0.6166","0.4991","0.1534","0.1633","0.0056","0.3898",,"0.0020","0.6000","3508","2480",5,0,,"0.9858","0.7309",,,,,,,,,,,"",,,,,,,,,,,
18,"GODREJ",161,580,261.5,609,2,3,"0.1054","0.0649","0.1653","0.1736","0.0203","","0.0020","0.0031","0.0000","3508","2480",10,0,,,,,,"0.3889","","0.7128","XXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",13,"Exporter",159,540,271,573,"0.1093","0.0641","0.1539","0.1633","0.3282","","0.0125","0.0020","0.0000","3508","2480",5,0,"0.8627","","0.7309","PIROJSHANAGAR,L",30,161,620,422.8181818181818,648,"0.1705","0.0649","0.1767","0.1847","0.2674","","0.0031","0.0031","0.0000","3508","2480",7,0,"0.5000","","0.7537",,,,,,,,,,,,"",,,,,,,,,,,"BOYCE",20,311.75,580,395.5,609,"0.1595","0.1257","0.1653","0.1736","0.0068","0.0203",,"0.0031","0.1000","3508","2480",10,0,,"0.7500","0.7128"
20,"BOYCE",311.75,580,395.5,609,2,3,"0.1595","0.1257","0.1653","0.1736","0.0068","0.0203",,"0.0031","0.1000","3508","2480",10,0,,,,,,,"0.7500","0.7128","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"PIROJSHANAGAR,L",30,161,620,422.8181818181818,648,"0.1705","0.0649","0.1767","0.1847","0.2674","","0.0031","0.0031","0.0000","3508","2480",7,0,"0.5000","","0.7537","GODREJ",18,161,580,261.5,609,"0.1054","0.0649","0.1653","0.1736","0.0203","","0.0020","0.0031","0.0000","3508","2480",10,0,"0.3889","","0.7128","MFG.",21,412.25,580,479.25,609,"0.1932","0.1662","0.1653","0.1736","0.0068","0.0068",,"0.0143","0.2000","3508","2480",10,0,,"0.5000","0.7128"
21,"MFG.",412.25,580,479.25,609,2,3,"0.1932","0.1662","0.1653","0.1736","0.0068","0.0068",,"0.0143","0.2000","3508","2480",10,0,,,,,,,"0.5000","0.7128","XXX?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"MUMBAI,MAHARASHTRA",37,161,659,513,687,"0.2069","0.0649","0.1879","0.1958","0.2319","","0.0031","0.0140","0.0000","3508","2480",3,0,"0.1833","","0.7743","BOYCE",20,311.75,580,395.5,609,"0.1595","0.1257","0.1653","0.1736","0.0068","0.0203",,"0.0031","0.1000","3508","2480",10,0,,"0.7500","0.7128","CO.",22,496,580,546.25,609,"0.2203","0.2000","0.1653","0.1736","0.0068","0.0068",,"0.0031","0.3000","3508","2480",10,0,,"0.5000","0.7128"
22,"CO.",496,580,546.25,609,2,3,"0.2203","0.2000","0.1653","0.1736","0.0068","0.0068",,"0.0031","0.3000","3508","2480",10,0,,,,,,,"0.5000","0.7128","XX?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"MARG",33,510.090909090909,620,579.9090909090908,648,"0.2338","0.2057","0.1767","0.1847","0.0070","0.0352","0.0031","0.0810","0.4286","3508","2480",7,0,"0.0373","0.8333","0.7537","MFG.",21,412.25,580,479.25,609,"0.1932","0.1662","0.1653","0.1736","0.0068","0.0068",,"0.0143","0.2000","3508","2480",10,0,,"0.5000","0.7128","LTD.",23,563,580,630,609,"0.2540","0.2270","0.1653","0.1736","0.1851","0.0068",,"0.0921","0.4000","3508","2480",10,0,,"0.0352","0.7128"
23,"LTD.",563,580,630,609,2,3,"0.2540","0.2270","0.1653","0.1736","0.1851","0.0068",,"0.0921","0.4000","3508","2480",10,0,,,,,,,"0.0352","0.7128","XXX?","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"CENTRALE",66,484,932,614,964,"0.2476","0.1952","0.2657","0.2748","0.3222","0.0066","0.0810","","0.3571","3508","2480",14,0,"","0.0199","0.5389","CO.",22,496,580,546.25,609,"0.2203","0.2000","0.1653","0.1736","0.0068","0.0068",,"0.0031","0.3000","3508","2480",10,0,,"0.5000","0.7128","GODREJ",24,1089,580,1192.1538461538462,609,"0.4807","0.4391","0.1653","0.1736","0.0208","0.1851","0.0020","0.0031","0.5000","3508","2480",10,0,"0.3889","0.8990","0.7128"
24,"GODREJ",1089,580,1192.1538461538462,609,2,3,"0.4807","0.4391","0.1653","0.1736","0.0208","0.1851","0.0020","0.0031","0.5000","3508","2480",10,0,,,,,,"0.3889","0.8990","0.7128","XXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",14,"Details",1085,538,1182.1860465116279,573,"0.4767","0.4375","0.1534","0.1633","0.1456","0.3282",,"0.0020","0.2000","3508","2480",5,0,,"0.6928","0.7309","PLANT",35,1086,620,1173.142857142857,648,"0.4730","0.4379","0.1767","0.1847","0.0070","0.1407","0.0031","0.0031","0.7143","3508","2480",7,0,"0.5000","0.9524","0.7537","LTD.",23,563,580,630,609,"0.2540","0.2270","0.1653","0.1736","0.1851","0.0068",,"0.0921","0.4000","3508","2480",10,0,,"0.0352","0.7128","BOYCE",26,1243.730769230769,580,1329.6923076923076,609,"0.5362","0.5015","0.1653","0.1736","0.0069","0.0208","0.0020","0.0143","0.6000","3508","2480",10,0,"0.1228","0.7500","0.7128"
